experiment,run_id,provider,model,thinking_mode,results_relpath,provenance_relpath,summary_relpath,prompt_template,prompt_style,parse_family,results_rows,provenance_rows,joined_rows,results_only_rows,provenance_only_rows,provenance_error_rows,provenance_full_text_empty_rows
horn_yn_mixed,smoke,google,gemini-2.5-flash-lite,think-low,horn_yn_mixed/smoke/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_mixed/smoke/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,6,6,6,0,0,0,0
horn_yn_mixed,smoke,google,gemini-2.5-pro,think-high,horn_yn_mixed/smoke/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_mixed/smoke/google/gemini-2.5-pro/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,6,6,6,0,0,0,0
horn_yn_mixed,smoke,openai,gpt-5-2025-08-07,think-medium,horn_yn_mixed/smoke/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_mixed/smoke/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,6,6,6,0,0,0,0
horn_yn_mixed,smoke,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_mixed/smoke/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_mixed/smoke/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,6,6,6,0,0,0,0
horn_yn_mixed,smoke,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_mixed/smoke/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_mixed/smoke/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,6,6,6,0,0,0,0
horn_yn_mixed,smoke,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_mixed/smoke/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_mixed/smoke/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,1,1
horn_yn_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,0,0
horn_yn_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,0,0
horn_yn_mixed,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,0,0
horn_yn_mixed,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,0,0
horn_yn_mixed,smoke_20251020_2037,google,gemini-2.5-flash,think-med,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,0,0
horn_yn_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,0,0
horn_yn_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,0,0
horn_yn_mixed,smoke_20251020_2037,google,gemini-2.5-pro,think-high,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,1,1
horn_yn_mixed,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,0,0
horn_yn_mixed,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,0,0
horn_yn_mixed,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,0,0
horn_yn_mixed,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,8,0,0,4,4
horn_yn_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,google,gemini-2.5-flash,think-med,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,google,gemini-2.5-pro,think-high,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,5,0,0,0,0
horn_yn_mixed,streamtest_20251027_2037,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,2,2,2,0,0,0,0
horn_yn_mixed,streamtest_20251027_2037,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,2,2,2,0,0,0,0
horn_yn_mixed,streamtest_20251027_2037,anthropic,claude-haiku-4-5-20251001,think-med,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,2,2,2,0,0,0,0
horn_yn_mixed,streamtest_20251027_2037,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_mixed,validation_20251016_0357,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_mixed/validation_20251016_0357/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_mixed/validation_20251016_0357/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_mixed/validation_20251016_0357/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_mixed/validation_20251016_0357/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_mixed/validation_20251016_0357/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_mixed/validation_20251016_0357/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_mixed/validation_20251016_0357/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_mixed/validation_20251016_0357/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,google,gemini-2.5-flash,think-med,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,google,gemini-2.5-flash-lite,nothink,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,google,gemini-2.5-flash-lite,think-low,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,google,gemini-2.5-pro,think-high,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-pro/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,openai,gpt-5-2025-08-07,think-medium,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251016_0357,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,4,4,4,0,0,0,0
horn_yn_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,242,242
horn_yn_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,242,242
horn_yn_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,242,242
horn_yn_mixed,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,242,242
horn_yn_mixed,validation_20251020_2235,google,gemini-2.5-flash,think-med,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,1,1
horn_yn_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,0,0
horn_yn_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,0,0
horn_yn_mixed,validation_20251020_2235,google,gemini-2.5-pro,think-high,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,376,376,376,0,0,157,157
horn_yn_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-high,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.jsonl,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,255,255
horn_yn_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,240,240
horn_yn_mixed,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,236,236
horn_yn_mixed,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,377,377,377,0,0,236,236
legacy_samples/exp6_horn_yesno,full-20250929-1349,anthropic,claude-3-5-haiku-20241022,,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-3-5-haiku-20241022/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-3-5-haiku-20241022/results.provenance.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-3-5-haiku-20241022/results.summary.json,prompts/exp6_horn_yesno.j2,horn_if_then,yes_no,520,520,520,0,0,7,7
legacy_samples/exp6_horn_yesno,full-20250929-1349,anthropic,claude-opus-4-1-20250805,,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-opus-4-1-20250805/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-opus-4-1-20250805/results.provenance.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-opus-4-1-20250805/results.summary.json,prompts/exp6_horn_yesno.j2,horn_if_then,yes_no,520,520,520,0,0,5,5
legacy_samples/exp6_horn_yesno,full-20250929-1349,anthropic,claude-sonnet-4-20250514,,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-sonnet-4-20250514/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-sonnet-4-20250514/results.provenance.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-sonnet-4-20250514/results.summary.json,prompts/exp6_horn_yesno.j2,horn_if_then,yes_no,520,520,520,0,0,5,5
legacy_samples/exp6_horn_yesno,full-20250929-1349,google,gemini-2.5-flash,,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-flash/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-flash/results.provenance.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-flash/results.summary.json,prompts/exp6_horn_yesno.j2,horn_if_then,yes_no,520,520,520,0,0,0,0
legacy_samples/exp6_horn_yesno,full-20250929-1349,google,gemini-2.5-flash-lite,,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-flash-lite/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-flash-lite/results.provenance.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-flash-lite/results.summary.json,prompts/exp6_horn_yesno.j2,horn_if_then,yes_no,520,520,520,0,0,0,0
legacy_samples/exp6_horn_yesno,full-20250929-1349,google,gemini-2.5-pro,,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-pro/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-pro/results.provenance.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-pro/results.summary.json,prompts/exp6_horn_yesno.j2,horn_if_then,yes_no,520,520,520,0,0,0,97
legacy_samples/exp6_horn_yesno,full-20250929-1349,openai,gpt-5-2025-08-07,,legacy_samples/exp6_horn_yesno/full-20250929-1349/openai/gpt-5-2025-08-07/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/openai/gpt-5-2025-08-07/results.provenance.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/openai/gpt-5-2025-08-07/results.summary.json,prompts/exp6_horn_yesno.j2,horn_if_then,yes_no,520,520,520,0,0,4,4
