experiment,run_id,provider,model,thinking_mode,results_relpath,provenance_relpath,total,expected_total,missing_rows_vs_group,unclear,present_maxvars,missing_maxvars_vs_group,present_maxlen,missing_maxlen_vs_group,present_horn,missing_horn_vs_group,provenance_error_rows,provenance_full_text_empty_rows,config_path_guess
horn_yn_mixed,smoke,google,gemini-2.5-flash,think-med,horn_yn_mixed/smoke/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_mixed/smoke/google/gemini-2.5-flash/think-med/results.provenance.jsonl,6,6,0,2,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke,google,gemini-2.5-pro,think-high,horn_yn_mixed/smoke/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_mixed/smoke/google/gemini-2.5-pro/think-high/results.provenance.jsonl,6,6,0,2,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke,openai,gpt-5-2025-08-07,think-medium,horn_yn_mixed/smoke/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_mixed/smoke/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,6,6,0,2,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_mixed/smoke/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_mixed/smoke/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,6,6,0,2,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_mixed/smoke/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_mixed/smoke/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,6,6,0,1,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_mixed/smoke/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_mixed/smoke/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,5,6,1,1,4,,2,,0-1,,1,1,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,google,gemini-2.5-flash,think-med,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,google,gemini-2.5-pro,think-high,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.provenance.jsonl,8,8,0,1,4,,2,,0-1,,1,1,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,8,8,0,4,4,,2,,0-1,,4,4,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,google,gemini-2.5-flash,think-med,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,google,gemini-2.5-pro,think-high,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,streamtest_20251027_2037,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,2,2,0,0,15,,4,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,streamtest_20251027_2037,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,2,2,0,0,15,,4,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,streamtest_20251027_2037,anthropic,claude-haiku-4-5-20251001,think-med,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,2,2,0,0,15,,4,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,streamtest_20251027_2037,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_mixed/streamtest_20251027_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,1,2,1,0,15,,4,,1,0,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_mixed/validation_20251016_0357/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_mixed/validation_20251016_0357/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_mixed/validation_20251016_0357/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_mixed/validation_20251016_0357/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_mixed/validation_20251016_0357/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_mixed/validation_20251016_0357/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_mixed/validation_20251016_0357/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_mixed/validation_20251016_0357/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,google,gemini-2.5-flash-lite,nothink,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,google,gemini-2.5-flash-lite,think-low,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,google,gemini-2.5-flash,think-med,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-flash/think-med/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,google,gemini-2.5-pro,think-high,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_mixed/validation_20251016_0357/google/gemini-2.5-pro/think-high/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,openai,gpt-5-2025-08-07,think-medium,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251016_0357,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_mixed/validation_20251016_0357/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,4,4,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,377,377,0,242,4-15,,2-5,,0-1,,242,242,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,377,377,0,242,4-15,,2-5,,0-1,,242,242,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,horn_yn_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,377,377,0,242,4-15,,2-5,,0-1,,242,242,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,377,377,0,242,4-15,,2-5,,0-1,,242,242,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,377,377,0,10,4-15,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,377,377,0,0,4-15,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,google,gemini-2.5-flash,think-med,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.provenance.jsonl,377,377,0,8,4-15,,2-5,,0-1,,1,1,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,google,gemini-2.5-pro,think-high,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.provenance.jsonl,376,377,1,157,4-15,,2-5,,0-1,,157,157,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-high,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.jsonl,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,377,377,0,255,4-15,,2-5,,0-1,,255,255,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,377,377,0,240,4-15,,2-5,,0-1,,240,240,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,377,377,0,237,4-15,,2-5,,0-1,,236,236,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
horn_yn_mixed,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,377,377,0,288,4-15,,2-5,,0-1,,236,236,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_mixed.yaml
legacy_samples/exp6_horn_yesno,full-20250929-1349,anthropic,claude-3-5-haiku-20241022,,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-3-5-haiku-20241022/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-3-5-haiku-20241022/results.provenance.jsonl,520,520,0,7,3-15,,3-4,,1,,7,7,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/legacy_samples/exp6_horn_yesno.yaml
legacy_samples/exp6_horn_yesno,full-20250929-1349,anthropic,claude-opus-4-1-20250805,,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-opus-4-1-20250805/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-opus-4-1-20250805/results.provenance.jsonl,520,520,0,5,3-15,,3-4,,1,,5,5,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/legacy_samples/exp6_horn_yesno.yaml
legacy_samples/exp6_horn_yesno,full-20250929-1349,anthropic,claude-sonnet-4-20250514,,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-sonnet-4-20250514/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/anthropic/claude-sonnet-4-20250514/results.provenance.jsonl,520,520,0,5,3-15,,3-4,,1,,5,5,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/legacy_samples/exp6_horn_yesno.yaml
legacy_samples/exp6_horn_yesno,full-20250929-1349,google,gemini-2.5-flash-lite,,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-flash-lite/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-flash-lite/results.provenance.jsonl,520,520,0,57,3-15,,3-4,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/legacy_samples/exp6_horn_yesno.yaml
legacy_samples/exp6_horn_yesno,full-20250929-1349,google,gemini-2.5-flash,,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-flash/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-flash/results.provenance.jsonl,520,520,0,0,3-15,,3-4,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/legacy_samples/exp6_horn_yesno.yaml
legacy_samples/exp6_horn_yesno,full-20250929-1349,google,gemini-2.5-pro,,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-pro/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/google/gemini-2.5-pro/results.provenance.jsonl,520,520,0,97,3-15,,3-4,,1,,0,97,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/legacy_samples/exp6_horn_yesno.yaml
legacy_samples/exp6_horn_yesno,full-20250929-1349,openai,gpt-5-2025-08-07,,legacy_samples/exp6_horn_yesno/full-20250929-1349/openai/gpt-5-2025-08-07/results.jsonl,legacy_samples/exp6_horn_yesno/full-20250929-1349/openai/gpt-5-2025-08-07/results.provenance.jsonl,520,520,0,86,3-15,,3-4,,1,,4,4,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/legacy_samples/exp6_horn_yesno.yaml
